gene_symbol,mean_coef,median_coef,abs_mean_coef,nonzero_frac,in_clingen_hcvd
FMOD,0.11400183,0.15635698,0.11400183,1.0,False
MT-RNR2,-0.11391548,-0.13159882,0.11391548,1.0,False
PKIA,0.11351063,0.117854685,0.11351063,0.8,False
SLC1A5,-0.11349716,-0.1562063,0.11349716,1.0,False
TREM1,0.11349376,0.1186566,0.11349376,0.8,False
HIRA,0.113421306,0.1333988,0.113421306,1.0,False
HNRNPUL2-BSCL2,0.11286676,0.110006556,0.11286676,1.0,False
EVC,0.1127217,0.10906645,0.1127217,1.0,False
ENG,0.112523496,0.098814115,0.112523496,1.0,False
GAPDH,-0.112500824,-0.105114855,0.112500824,1.0,False
EHBP1L1,0.112061,0.05813106,0.112061,1.0,False
ARHGAP11A,0.11204152,0.12758033,0.11204152,0.8,False
TNNT2,0.11201246,0.106697395,0.11201246,1.0,True
PCDH1,-0.1114714,-0.06155588,0.1114714,1.0,False
RAB1B,0.11125374,0.11977302,0.11125374,1.0,False
TBX18,0.11047089,0.119618304,0.11047089,1.0,False
PDLIM4,-0.110255204,-0.091804795,0.110255204,1.0,False
NEBL,0.11022961,0.10721765,0.11022961,1.0,False
IGSF9B,-0.11007042,-0.09252385,0.11007042,1.0,False
JAML,-0.10987315,-0.11374195,0.10987315,1.0,False
AGRN,-0.10977785,-0.09909015,0.10977785,1.0,False
WWTR1,-0.10939832,-0.12214604,0.10939832,1.0,False
TCF20,0.10939634,0.08567615,0.10939634,0.8,False
SPARCL1,0.10926105,0.06786358,0.10926105,1.0,False
DLGAP5,-0.109025024,-0.12175433,0.109025024,1.0,False
ARHGEF6,-0.10847418,-0.14994203,0.10847418,1.0,False
APOBR,0.10826131,0.11574459,0.10826131,1.0,False
PREX1,0.10821251,0.12700838,0.10821251,1.0,False
PKP2,0.1081905,0.10703607,0.1081905,0.8,True
MT-ND2,0.10818293,0.098410636,0.10818293,1.0,False
HSPA1A,0.10815592,0.11175517,0.10815592,1.0,False
ENSG00000260914,-0.108007886,-0.098679364,0.108007886,0.6,False
BRD2,0.10787058,0.11729578,0.10787058,1.0,False
PRRC2A,0.107596435,0.1333875,0.107596435,1.0,False
CRIP1,0.107574984,0.12750359,0.107574984,0.6,False
KRT17,-0.10727409,-0.08511341,0.10727409,1.0,False
CAV1,-0.10724101,-0.13204867,0.10724101,1.0,False
ACTN2,0.10690969,0.11461868,0.10690969,1.0,False
DENND1C,-0.10651736,-0.08208743,0.10651736,1.0,False
ENSG00000265401,-0.10629594,-0.1262833,0.10629594,1.0,False
TPM1,0.10617262,0.13010655,0.10617262,1.0,True
SPOCK1,-0.1061157,-0.110019766,0.1061157,1.0,False
CORO1A,-0.10603056,-0.09156139,0.10603056,1.0,False
HSPB7,0.106007874,0.093060575,0.106007874,1.0,False
FERMT2,0.10568987,0.10595147,0.10568987,1.0,False
CYTIP,-0.105298415,-0.097638585,0.105298415,1.0,False
NPNT,0.10526594,0.10943162,0.10526594,1.0,False
COL3A1,-0.10488502,-0.08084565,0.10488502,1.0,True
ALCAM,0.10475434,0.110770844,0.10475434,1.0,False
MAF,-0.104220174,-0.089894876,0.104220174,1.0,False
PLK2,0.10408275,0.15061764,0.10408275,1.0,False
AQP1,0.103676274,0.13440964,0.103676274,1.0,False
TNS3,-0.10366426,-0.107770674,0.10366426,1.0,False
MRAS,0.10362311,0.1468565,0.10362311,0.6,False
SAMSN1,-0.10362013,-0.109311365,0.10362013,1.0,False
EIF1AY,0.10338986,0.15676662,0.10338986,0.6,False
LAPTM5,-0.103256844,-0.10397004,0.103256844,1.0,False
PCDHGC3,-0.103038594,-0.119605444,0.103038594,1.0,False
COL15A1,-0.1027657,-0.11268729,0.1027657,1.0,False
TAP1,-0.10243429,-0.1209528,0.10243429,1.0,False
DES,0.10233209,0.10731539,0.10233209,1.0,True
IGHA1,0.10218606,0.11965935,0.10218606,1.0,False
IGF2BP3,0.102068365,0.12566149,0.102068365,1.0,False
DCHS1,-0.10196938,-0.09551393,0.10196938,1.0,False
TXLNGY,0.10158099,0.07220012,0.10158099,1.0,False
SPI1,0.10148785,0.114342526,0.10148785,1.0,False
A2M,0.101358056,0.09130139,0.101358056,1.0,False
ENSG00000237550,0.10131083,0.0923705,0.10131083,1.0,False
SCAF1,0.10126273,0.05020313,0.10126273,1.0,False
IGHM,0.10125463,0.095781825,0.10125463,1.0,False
FBLN2,0.10119383,0.11996128,0.10119383,1.0,False
TNFSF10,-0.10096554,-0.11385079,0.10096554,1.0,False
NNMT,0.10091461,0.09746343,0.10091461,1.0,False
NES,0.10090029,0.12685832,0.10090029,1.0,False
LRIG3,0.10073199,0.10576286,0.10073199,1.0,False
RUNX1T1,-0.10069738,-0.09286803,0.10069738,1.0,False
PDPN,-0.100620344,-0.0637154,0.100620344,1.0,False
PECAM1,0.10052806,0.07777531,0.10052806,1.0,False
FBLN5,0.10043273,0.109330416,0.10043273,1.0,False
NOMO2,-0.10042926,-0.15487157,0.10042926,1.0,False
AIF1L,0.10016739,0.08965626,0.10016739,1.0,False
BCAM,-0.10016368,-0.09172898,0.10016368,1.0,False
LPCAT1,0.099726655,0.12917443,0.099726655,0.8,False
TRIM28,-0.099634066,-0.09886352,0.099634066,1.0,False
FPR1,-0.09915037,-0.06662957,0.09915037,1.0,False
LENG8,0.099029325,0.07951476,0.099029325,1.0,False
DKK3,0.09889011,0.07944998,0.09889011,1.0,False
MYOZ2,0.09875135,0.110231854,0.09875135,0.8,False
SELENBP1,-0.09870149,-0.12730776,0.09870149,1.0,False
ADAMTS1,0.098678395,0.1072197,0.098678395,1.0,False
FGR,0.09855588,0.095761195,0.09855588,1.0,False
CKM,-0.09845893,-0.095670424,0.09845893,0.8,False
CAV2,0.0983616,0.11079274,0.0983616,1.0,False
SLFN11,0.098078676,0.113005705,0.098078676,1.0,False
HLA-C,0.097739205,0.09224936,0.097739205,1.0,False
HLA-DRB1,-0.09758599,-0.09418438,0.09758599,1.0,False
HLA-DRB1,-0.09758599,-0.09418438,0.09758599,1.0,False
PXN,0.09754479,0.11937747,0.09754479,1.0,False
ALDH1A3,0.09739043,0.06348903,0.09739043,1.0,False
CSRP3,0.0973566,0.098627366,0.0973566,0.8,False
MYL4,-0.09687907,-0.10839226,0.09687907,1.0,False
PTPN13,0.09659654,0.111703075,0.09659654,1.0,False
RGMB,-0.09633191,-0.044068802,0.09633191,1.0,False
ENSG00000280987,0.096300684,0.085193455,0.096300684,0.8,False
SLC16A2,0.096210465,0.070994444,0.096210465,1.0,False
NDRG1,0.09613113,0.108161576,0.09613113,1.0,False
IL1B,-0.096062325,-0.06353371,0.096062325,1.0,False
SBNO2,-0.09598993,-0.10702826,0.09598993,1.0,False
H1-4,-0.09584843,-0.098805405,0.09584843,1.0,False
LRIG1,0.09550749,0.110817805,0.09550749,1.0,False
NRSN2,-0.095401414,0.0,0.095401414,0.4,False
ITM2A,-0.095399246,-0.09319471,0.095399246,1.0,False
MYO1D,-0.09539465,-0.120346256,0.09539465,0.6,False
RARRES2,0.09536849,0.09377061,0.09536849,0.8,False
PRRC2B,0.095357,0.108210504,0.095357,1.0,False
H19,-0.09527161,-0.08943848,0.09527161,1.0,False
PTMS,0.09521946,0.1224784,0.09521946,1.0,False
GPR183,-0.09511724,-0.10151191,0.09511724,1.0,False
TSPAN7,-0.09485056,-0.08917622,0.09485056,1.0,False
PDZRN3,-0.09477017,-0.080268726,0.09477017,1.0,False
EPHB4,-0.094753824,-0.10703646,0.094753824,1.0,False
PAMR1,0.094695374,0.0,0.094695374,0.2,False
KIAA1522,-0.0946114,-0.07059391,0.0946114,1.0,False
TAGLN,-0.09447899,-0.11772562,0.09447899,1.0,False
CD52,0.09434293,0.10015067,0.09434293,1.0,False
RPLP0,-0.09375942,-0.10228837,0.09375942,0.8,False
CRMP1,-0.093482435,-0.06813002,0.093482435,1.0,False
WASF3,0.092988595,0.07149797,0.092988595,1.0,False
DST,-0.09277432,-0.09274042,0.09277432,1.0,False
KIFC2,-0.092683636,-0.11568554,0.092683636,1.0,False
MEIS2,0.09264564,0.0,0.09264564,0.4,False
DOCK10,0.09259481,0.100520015,0.09259481,1.0,False
TUBB2B,-0.09256291,-0.09251484,0.09256291,1.0,False
TPBG,0.09243463,0.08105444,0.09243463,1.0,False
IGFBP3,-0.09236404,-0.093903646,0.09236404,1.0,False
CDH11,0.09228577,0.067298956,0.09228577,1.0,False
TYROBP,-0.092281125,-0.08397434,0.092281125,1.0,False
LUM,-0.09224171,-0.104023695,0.09224171,1.0,False
PTPRU,0.09221052,0.08197507,0.09221052,1.0,False
HLA-A,0.09202476,0.07349306,0.09202476,1.0,False
DBN1,-0.09193205,0.0,0.09193205,0.4,False
TYMP,0.09181922,0.08921538,0.09181922,1.0,False
AKAP12,0.09177305,0.059121784,0.09177305,1.0,False
LYZ,-0.091763884,-0.08491895,0.091763884,1.0,False
RHOD,0.091755904,0.102554694,0.091755904,0.8,False
CPVL,-0.09167886,-0.11201003,0.09167886,1.0,False
SRGN,-0.09138496,-0.09548375,0.09138496,1.0,False
PFN1,-0.09080022,-0.07405152,0.09080022,0.6,False
MAL2,-0.090689175,-0.11972383,0.090689175,1.0,False
PAPPA,0.09039146,0.0795076,0.09039146,1.0,False
NCOR2,0.090274796,0.055780433,0.090274796,0.6,False
TNNC1,-0.09013524,-0.1046552,0.09013524,1.0,True
NCF2,-0.09012617,-0.081463926,0.09012617,1.0,False
MMP1,0.09011601,0.10765787,0.09011601,1.0,False
COL5A3,0.09000476,0.069180675,0.09000476,1.0,False
S100A4,0.089695945,0.06425868,0.089695945,1.0,False
PSMD3,-0.089456886,-0.10311836,0.089456886,1.0,False
TECRL,0.08945377,0.11379424,0.08945377,0.6,False
JAM3,-0.08915623,-0.08882881,0.08915623,1.0,False
EIF4G1,-0.08913938,-0.085630335,0.08913938,0.8,False
GNG12,0.08898184,0.08799835,0.08898184,1.0,False
LASP1,0.08861524,0.09277211,0.08861524,1.0,False
HLA-B,-0.088535324,-0.07978998,0.088535324,1.0,False
RHBDF1,0.08826993,0.0643337,0.08826993,1.0,False
TFPI2,-0.0881923,-0.07993888,0.0881923,1.0,False
MPEG1,0.088165455,0.09473642,0.088165455,1.0,False
SLC8A1,0.08805747,0.1112709,0.08805747,1.0,False
MS4A7,-0.08789001,-0.09133807,0.08789001,1.0,False
MT-ND6,0.08788856,0.07913983,0.08788856,1.0,False
TEAD2,-0.08784878,-0.12515607,0.08784878,1.0,False
CHST3,-0.087794885,-0.084324494,0.087794885,1.0,False
PARD3,0.08773506,0.061174087,0.08773506,1.0,False
PRPF8,0.08772324,0.06896211,0.08772324,1.0,False
RIPOR2,-0.087692626,-0.09224446,0.087692626,1.0,False
TUBA1A,0.08760216,0.08619637,0.08760216,1.0,False
PREX2,-0.08754963,0.0,0.08754963,0.4,False
AGPAT1,-0.087347806,-0.09349114,0.087347806,1.0,False
SLPI,-0.087288745,-0.11732537,0.087288745,1.0,False
PLXNA4,0.08726712,0.074565366,0.08726712,0.8,False
GDF15,-0.087105095,-0.06536273,0.087105095,1.0,False
HLA-A,-0.087104976,-0.083868995,0.087104976,1.0,False
FBLIM1,0.086978726,0.08219502,0.086978726,1.0,False
SEL1L3,-0.086736664,-0.0975517,0.086736664,0.8,False
JUP,-0.08668882,-0.09978339,0.08668882,1.0,True
TIMP3,-0.086513266,-0.09822603,0.086513266,1.0,False
LAD1,-0.08647639,-0.08593143,0.08647639,1.0,False
MIR3648-2,0.08619582,0.10479521,0.08619582,1.0,False
MIR3648-1,0.08619582,0.10479521,0.08619582,1.0,False
BIRC5,0.0861357,0.06797223,0.0861357,1.0,False
DZIP1,-0.08605741,-0.09653782,0.08605741,0.8,False
CADPS2,0.08593384,0.09281589,0.08593384,1.0,False
RN7SK,-0.085596584,-0.05630042,0.085596584,1.0,False
HSPB8,-0.08557828,-0.091061905,0.08557828,1.0,False
NQO1,-0.08550636,-0.07170007,0.08550636,1.0,False
GASK1B,0.08550553,0.09763406,0.08550553,1.0,False
SEC61A1,-0.08537741,-0.09561452,0.08537741,1.0,False
H1-5,0.08534497,0.052555107,0.08534497,1.0,False
APOB,0.08518447,0.07570604,0.08518447,0.6,True
ITGAX,0.08516435,0.08123637,0.08516435,1.0,False
IGLC2,0.085146785,0.08412988,0.085146785,1.0,False
CLEC14A,0.08509897,0.04614717,0.08509897,0.6,False
MIR663AHG,-0.0848216,-0.061670225,0.0848216,1.0,False
SH3D19,-0.084733084,-0.09235429,0.084733084,1.0,False
TRIM22,-0.08464608,-0.07237514,0.08464608,1.0,False
PKN1,-0.084586576,-0.055294223,0.084586576,1.0,False
INPP5D,-0.08456377,-0.09912377,0.08456377,0.8,False
INPP5D,-0.08456377,-0.09912377,0.08456377,0.8,False
GANAB,0.08435767,0.08253463,0.08435767,1.0,False
FBXL19,-0.08434646,-0.096875176,0.08434646,0.8,False
PAM,-0.08413677,-0.07766045,0.08413677,1.0,False
ATG9A,-0.08409701,-0.07720288,0.08409701,1.0,False
NUAK1,0.08405622,0.07599061,0.08405622,1.0,False
IER3,0.08400766,0.08042954,0.08400766,0.8,False
HLA-C,-0.08371349,-0.08562846,0.08371349,1.0,False
CD93,0.08363295,0.07346269,0.08363295,1.0,False
LBH,0.08361912,0.08572343,0.08361912,1.0,False
JCAD,-0.08353593,-0.057146724,0.08353593,1.0,False
BMP5,-0.083309986,-0.0804279,0.083309986,0.6,False
ANXA6,-0.08312722,-0.0614193,0.08312722,1.0,False
JPH1,0.08305462,0.09551861,0.08305462,0.6,False
ZBED6,-0.08297393,-0.10607759,0.08297393,1.0,False
ENSG00000258232,-0.08270855,-0.06692038,0.08270855,1.0,False
RAI14,-0.08255379,-0.06826233,0.08255379,1.0,False
IKZF1,0.082403116,0.059242055,0.082403116,1.0,False
PKD1P4,-0.082306504,-0.0522658,0.082306504,1.0,False
PSAP,0.082243204,0.074342474,0.082243204,1.0,False
AFAP1,-0.082236476,-0.088007905,0.082236476,1.0,False
RPL6,-0.08214197,-0.08768667,0.08214197,1.0,False
PEG10,0.08208807,0.090568885,0.08208807,1.0,False
MFAP2,-0.081949875,-0.07863676,0.081949875,1.0,False
CAPN1,0.0819471,0.08973131,0.0819471,1.0,False
SPINT1,-0.08179562,-0.063636035,0.08179562,1.0,False
SLAMF7,0.08169838,0.072742015,0.08169838,1.0,False
NCF1,0.08166088,0.06260239,0.08166088,1.0,False
ALDH1A1,0.08125831,0.04921352,0.08125831,1.0,False
NCKAP1,-0.081250995,-0.059023652,0.081250995,1.0,False
SERINC2,-0.08122478,-0.07932352,0.08122478,0.6,False
SULF1,0.08112405,0.11298612,0.08112405,1.0,False
HSPA1B,0.081119634,0.11088199,0.081119634,1.0,False
PYCR1,-0.08104666,-0.09402645,0.08104666,1.0,False
IGHM,0.080859736,0.087852396,0.080859736,1.0,False
NFE2L1,-0.08075546,-0.07551479,0.08075546,1.0,False
ID1,0.080639765,0.085973136,0.080639765,1.0,False
DUSP6,0.080626726,0.0,0.080626726,0.4,False
TNNI1,0.08057606,0.10656081,0.08057606,0.8,False
PRKAA2,0.08055208,0.1147195,0.08055208,0.6,False
TRAC,0.08029089,0.07282964,0.08029089,1.0,False
ADAMTSL1,-0.0801999,-0.07593036,0.0801999,1.0,False
TAGLN2,-0.07999943,-0.08004456,0.07999943,1.0,False
PDGFRA,0.079938896,0.0712908,0.079938896,1.0,False
MGAT2,-0.07956093,-0.08689817,0.07956093,1.0,False
CD48,-0.07945735,-0.062245563,0.07945735,1.0,False
AOAH,-0.07934641,-0.09342195,0.07934641,1.0,False
IGKC,0.079220876,0.07196603,0.079220876,1.0,False
RUSC2,-0.079032496,-0.07124592,0.079032496,1.0,False
TSPYL5,0.07879859,0.06364697,0.07879859,1.0,False
SORBS2,0.07867518,0.082607545,0.07867518,1.0,False
PPP1R16B,-0.078653626,-0.08179477,0.078653626,1.0,False
LINC03031,0.0786504,0.04393195,0.0786504,0.8,False
SMO,0.07863016,0.08616855,0.07863016,0.8,False
UCP2,-0.07857629,-0.10423909,0.07857629,1.0,False
KIRREL1,0.078324534,0.10100618,0.078324534,1.0,False
SRPX2,0.07809454,0.0,0.07809454,0.4,False
LRP4,-0.07796574,-0.050459463,0.07796574,1.0,False
PKD1P1,0.077865385,0.08181257,0.077865385,1.0,False
COL6A3,-0.077770434,-0.035440527,0.077770434,1.0,False
LPL,0.077746935,0.07207535,0.077746935,1.0,False
NOMO1,-0.07767103,-0.06799722,0.07767103,1.0,False
FSCN1,-0.07742587,-0.08780246,0.07742587,1.0,False
WASH5P,0.07741968,0.056058817,0.07741968,0.6,False
HLA-A,-0.07741674,-0.074150756,0.07741674,1.0,False
SEPTIN9,-0.077387825,-0.07996189,0.077387825,1.0,False
TNFRSF1B,-0.077319324,-0.08453054,0.077319324,1.0,False
SYNM,-0.07717087,-0.09734193,0.07717087,1.0,False
SPINT2,-0.07711731,-0.10398515,0.07711731,1.0,False
SPARC,0.07700066,0.059325844,0.07700066,1.0,False
ADGRF5,0.07694418,0.0655439,0.07694418,1.0,False
MGP,0.07685216,0.0834408,0.07685216,1.0,False
SCD,-0.07662709,-0.0700667,0.07662709,1.0,False
ITM2C,-0.07656603,-0.04853234,0.07656603,1.0,False
ITGA3,0.07595358,0.084482,0.07595358,1.0,False
BCYRN1,0.07552327,0.08517528,0.07552327,1.0,False
SNORD3D,-0.07535714,-0.04716929,0.07535714,1.0,False
LRP1,0.07528999,0.102323815,0.07528999,1.0,False
TGFBR2,-0.07525245,-0.0631841,0.07525245,1.0,True
ARMCX2,-0.07509872,-0.07163629,0.07509872,1.0,False
APP,-0.07481907,-0.06961027,0.07481907,1.0,False
ATP2B4,-0.074743286,-0.07416222,0.074743286,1.0,False
OGDH,-0.074729376,-0.0564463,0.074729376,0.8,False
LENG8,0.07459088,0.06272745,0.07459088,1.0,False
EPHX1,-0.07453264,-0.086046346,0.07453264,1.0,False
RUNX3,-0.07447365,-0.07592175,0.07447365,1.0,False
CD109,-0.07437742,0.0,0.07437742,0.2,False
FKBP9,-0.07435174,-0.04163138,0.07435174,1.0,False
XYLT1,0.074346155,0.0,0.074346155,0.4,False
HTRA1,0.074339256,0.08472628,0.074339256,1.0,False
CGNL1,-0.07432766,-0.053380094,0.07432766,1.0,False
GRINA,0.074114755,0.08965298,0.074114755,1.0,False
CXADR,-0.07410504,-0.080485076,0.07410504,0.8,False
CD163,-0.07376559,-0.057019603,0.07376559,1.0,False
FMC1-LUC7L2,-0.073760405,-0.03534522,0.073760405,1.0,False
TGFB1,-0.073638245,-0.074220486,0.073638245,1.0,False
SCRIB,-0.07357306,-0.08155949,0.07357306,1.0,False
KCNQ1,-0.07335226,-0.06342326,0.07335226,0.8,True
BASP1,-0.07327129,-0.040752802,0.07327129,1.0,False
PPP1R14C,-0.073193945,-0.057595734,0.073193945,0.8,False
AQP9,-0.07316603,-0.087626204,0.07316603,1.0,False
MMP14,-0.07281216,-0.06322561,0.07281216,1.0,False
BIN2,0.072426565,0.09837297,0.072426565,1.0,False
NPPB,0.07237003,0.0,0.07237003,0.4,False
CDH1,-0.07233159,-0.11396923,0.07233159,1.0,False
SIPA1L2,-0.07231046,-0.044007286,0.07231046,0.8,False
RN7SL1,-0.07209711,-0.09412006,0.07209711,1.0,False
HLA-F,-0.07173638,-0.042822156,0.07173638,0.8,False
BEX1,0.07158071,0.0,0.07158071,0.4,False
MT-CO3,-0.07148698,-0.08211952,0.07148698,1.0,False
NIBAN1,0.071397744,0.0794419,0.071397744,1.0,False
SEMA5A,0.07135807,0.10212769,0.07135807,1.0,False
EPHA2,-0.0712631,-0.054901276,0.0712631,1.0,False
PLEC,0.07126189,0.06112262,0.07126189,1.0,False
UBC,-0.070920475,-0.064682215,0.070920475,1.0,False
HLA-DPA1,-0.070866354,-0.09225599,0.070866354,1.0,False
ADAMTS15,-0.07081171,-0.06917067,0.07081171,0.8,False
PDIA4,-0.07078552,0.0,0.07078552,0.4,False
MMP16,0.07074632,0.097623214,0.07074632,1.0,False
ACTN4,0.07063882,0.04723826,0.07063882,1.0,False
GABRE,-0.07048977,-0.043973558,0.07048977,1.0,False
ARHGEF17,0.07044076,0.08834173,0.07044076,1.0,False
CPXM1,-0.07020628,0.0,0.07020628,0.2,False
EEF1A2,0.07016638,0.060385115,0.07016638,1.0,False
HLA-B,-0.07001235,-0.07715891,0.07001235,1.0,False
SNORD17,0.06983112,0.0,0.06983112,0.8,False
ADD2,0.06981033,0.06133336,0.06981033,0.8,False
FBN2,0.069653034,0.08794137,0.069653034,1.0,False
SRPX,-0.06961923,-0.07708064,0.06961923,1.0,False
CTSD,0.069553114,0.07105338,0.069553114,1.0,False
LRRC32,0.06951993,0.06282776,0.06951993,1.0,False
MXRA8,-0.069481395,-0.05390944,0.069481395,1.0,False
DMTN,-0.06920756,-0.07932447,0.06920756,1.0,False
C1QA,0.06917729,0.06701975,0.06917729,1.0,False
TCIM,-0.069051936,-0.110531144,0.069051936,1.0,False
RGS4,0.06897284,0.057858776,0.06897284,1.0,False
RPS12,0.06861265,0.055059846,0.06861265,1.0,False
FABP3,-0.06849783,-0.07158548,0.06849783,0.8,False
GNA15,-0.06839315,-0.06667048,0.06839315,1.0,False
CRABP2,-0.0683236,-0.057121042,0.0683236,1.0,False
SERPINA1,-0.06815303,-0.071083695,0.06815303,1.0,False
DDX3Y,0.06792981,0.039868064,0.06792981,1.0,False
TUBB,0.06792898,0.051418096,0.06792898,1.0,False
PLXNA2,0.067901544,0.09684611,0.067901544,1.0,False
FST,0.06789433,0.067270435,0.06789433,0.8,False
IRAG2,-0.06779383,-0.054916803,0.06779383,1.0,False
TUBB6,-0.067782626,-0.054461725,0.067782626,1.0,False
BZW1P2,0.06773988,0.047804497,0.06773988,1.0,False
ANO1,0.06773206,0.0,0.06773206,0.4,False
ENSG00000232035,0.06744276,0.047349,0.06744276,1.0,False
MYO1C,-0.06732256,-0.06732067,0.06732256,1.0,False
DSG2,-0.067186736,-0.058961723,0.067186736,1.0,True
LMO7,-0.06713575,-0.059596952,0.06713575,0.6,False
MPDZ,-0.06698198,-0.044822186,0.06698198,1.0,False
PCBP1,0.06688627,0.051977362,0.06688627,1.0,False
DAPK1,0.06682124,0.075254895,0.06682124,1.0,False
FASN,0.06673375,0.082465544,0.06673375,1.0,False
CCR1,0.06671673,0.08403975,0.06671673,1.0,False
COL5A1,-0.06650337,-0.08329254,0.06650337,1.0,False
RCN3,0.06632729,0.025652612,0.06632729,1.0,False
BACE2,0.066314206,0.0,0.066314206,0.4,False
LSP1,-0.066219,-0.067899436,0.066219,1.0,False
RPS11,-0.066203415,-0.07075939,0.066203415,1.0,False
GIMAP6,-0.06614709,-0.06461518,0.06614709,1.0,False
KRT18,0.06607159,0.05264209,0.06607159,1.0,False
CHTF8,0.066021055,0.065810435,0.066021055,1.0,False
FZD7,0.065843165,0.09386587,0.065843165,0.8,False
NKX2-5,0.065694794,0.0,0.065694794,0.4,True
STYXL2,0.06564699,0.0,0.06564699,0.4,False
GNG2,-0.06556153,-0.055981886,0.06556153,1.0,False
NOMO3,-0.06554879,-0.06472711,0.06554879,0.8,False
COL4A1,0.06551101,0.038630385,0.06551101,1.0,False
ARHGAP23,-0.06545143,-0.012841379,0.06545143,1.0,False
CRYAB,-0.06538333,-0.045390468,0.06538333,1.0,False
VWF,-0.06517284,-0.07533896,0.06517284,1.0,False
HSPA1B,0.06512058,0.06666066,0.06512058,1.0,False
ENSG00000281383,0.0651178,0.051999375,0.0651178,1.0,False
INHBA,-0.06501088,-0.08633529,0.06501088,1.0,False
PTPRK,-0.06497575,-0.06373664,0.06497575,1.0,False
FSTL1,0.064927,0.07189807,0.064927,1.0,False
BCAR1,0.06485258,0.06961648,0.06485258,1.0,False
MT-TN,-0.06471954,-0.07639573,0.06471954,1.0,False
H3P6,0.06464632,0.08538483,0.06464632,1.0,False
FREM1,-0.064614214,-0.08086243,0.064614214,0.6,False
SLC43A3,-0.06456713,-0.06252526,0.06456713,1.0,False
MT-ATP6,-0.064556435,-0.04766985,0.064556435,1.0,False
EFS,0.06430799,0.0449927,0.06430799,1.0,False
NDN,-0.064154044,-0.080655225,0.064154044,1.0,False
NEFL,0.06415312,0.0523702,0.06415312,1.0,False
FKBP10,-0.06398699,-0.052344825,0.06398699,1.0,False
KRT8,-0.06397781,-0.06872247,0.06397781,1.0,False
RMRP,0.063872,0.05367252,0.063872,1.0,False
ENSG00000259001,-0.06382507,-0.05517681,0.06382507,1.0,False
COL21A1,0.06375663,0.057531245,0.06375663,0.6,False
GBP5,0.06375548,0.058961626,0.06375548,1.0,False
CLUH,-0.063692115,-0.05915154,0.063692115,1.0,False
SORL1,0.06342647,0.056587864,0.06342647,1.0,False
ENSG00000289694,-0.06334842,-0.09190079,0.06334842,1.0,False
ADAM19,-0.06334828,-0.07355517,0.06334828,1.0,False
IRX3,0.06317578,0.0,0.06317578,0.2,False
CALU,-0.062937066,-0.056196477,0.062937066,0.8,False
ZYX,0.06289391,0.085516155,0.06289391,1.0,False
ZYX,0.06289391,0.085516155,0.06289391,1.0,False
ESRP1,-0.06280157,-0.037007555,0.06280157,1.0,False
DCTN1,0.06274511,0.067939825,0.06274511,1.0,False
S100A9,-0.06266828,-0.053178217,0.06266828,1.0,False
HLA-C,-0.06256577,-0.07065249,0.06256577,1.0,False
ATP2A3,0.062378287,0.07721325,0.062378287,1.0,False
SHMT1,0.062362738,0.061010525,0.062362738,1.0,False
TNFAIP2,-0.062313516,-0.054735254,0.062313516,1.0,False
APOL3,-0.062266834,-0.0777139,0.062266834,1.0,False
TMEM71,0.062251292,0.024806133,0.062251292,0.6,False
ETS1,-0.06220025,-0.06649816,0.06220025,1.0,False
ACSS1,0.062163413,0.0,0.062163413,0.2,False
GIMAP5,0.06212706,0.042395145,0.06212706,1.0,False
NDRG4,0.062097024,0.07319812,0.062097024,0.8,False
CST7,0.06181106,0.0,0.06181106,0.4,False
GYPC,-0.061471045,-0.06450321,0.061471045,1.0,False
ASPM,-0.061449148,-0.0322994,0.061449148,1.0,False
PIK3R2,-0.061430834,-0.03764756,0.061430834,0.8,False
FAT4,-0.061427705,-0.043131832,0.061427705,1.0,False
S100A16,-0.061415784,-0.05095027,0.061415784,1.0,False
LDHB,0.061333038,0.06007776,0.061333038,1.0,False
SCRN1,0.06125938,0.0758092,0.06125938,1.0,False
LMOD2,-0.06084401,-0.053843215,0.06084401,0.6,False
LEF1,0.06081723,0.054144945,0.06081723,1.0,False
STC2,0.060626447,0.04390469,0.060626447,1.0,False
SLC4A3,-0.060439687,-0.04593363,0.060439687,0.8,False
RNF150,-0.06042366,-0.06602981,0.06042366,0.8,False
SPEG,-0.060421653,-0.039489184,0.060421653,1.0,False
EEF1A1,-0.060389828,-0.05477608,0.060389828,1.0,False
OSMR,0.060307838,0.031756252,0.060307838,1.0,False
TINAGL1,0.06024043,0.07319807,0.06024043,1.0,False
LPAR1,-0.06023882,-0.06851909,0.06023882,1.0,False
SLC7A2,-0.060015105,-0.04686452,0.060015105,1.0,False
CALD1,0.05997504,0.06436072,0.05997504,1.0,False
SNX7,0.059963714,0.04758286,0.059963714,1.0,False
KIAA0100,0.05977866,0.06371886,0.05977866,1.0,False
ASAP2,0.059637032,0.087378,0.059637032,1.0,False
FLNA,0.05963065,0.057570253,0.05963065,1.0,False
CNN1,-0.059600342,-0.033904497,0.059600342,0.8,False
